Rest/Ref,Age (yr),Date,Site Name,Area,HM or LM,Plot,PHAU,SPAL,SPPA,DISP,SOSE,IVFR,SADE,JUGE,ATPA,LICA,BAHA,SUMA,SPMA,SYSU,ALGAE,SYTE,CEOR,Total Cover,Unveg,WRK,GRB,Lit,CrabBur,Snail_COUNT ,Mussel_Count,SPAL Stem Count,Flower Cover,SPPA Stem Count,Flower Cover,DISP Stem Count,Flower Cover,JUGE Stem Count,Flower Cover,PHAU Stem Count,Flower Cover,LICA Stem Count,Flower Cover,SPAL_H1 (cm),SPAL_H2 (cm),SPAL_H3 (cm),SPAL_H4 (cm),SPAL_H5 (cm),SPAL_H_Avg,SPAL_D1(cm),SPAL_D2(cm),SPAL_D3(cm),SPAL_D4(cm),SPAL_D5 (cm),SPAL_D_Avg,Elevation ft,GraphName
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,5,0,0,18.75,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,81.25,8.75,0.5,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.455,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,6,0,0,18.75,2.5,0,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0,22.75,62.5,0.5,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.612,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,7,0,0,18.75,2.5,0,0,0.5,0,0,0,0,2.5,0,0,0,0,0,24.25,62.5,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.626,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,8,0,0,37.5,18.75,0,0.5,0,0,0,0.5,0,0.5,0,0,0,0,0,57.75,37.5,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.467,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,9,0,37.5,0,18.75,0,0,0,0,0,2.5,0,0,0,0,0,0,0,58.75,18.75,2.5,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.962,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,10,0,18.75,0,37.5,0,0,8.75,0,0,0,0,0,0,0,0,0,0,65,37.5,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.828,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,11,0,0.5,0,62.5,0,0,0.5,0,0,8.75,0,0,0,0,0,0,0,72.25,18.75,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.024,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,12,0,8.75,18.75,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2.5,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.079,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,13,0,0,37.5,18.75,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,57.25,37.5,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.281,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,14,0,2.5,37.5,2.5,0,0,0,0,0,2.5,0,0.5,8.75,0,0,0,0,54.25,37.5,0.5,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.224,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,15,0,0,37.5,18.75,0,0,0.5,0,0,0,0,8.75,8.75,0,0,0,0,74.25,18.75,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.433,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,1,0,37.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,38,18.75,37.5,Y,Y,1,0,0,31,0,0,0,0,0,0,0,0,0,0,0,12,16,22,15,11,15.2,7,6.8,7.5,6.7,2.2,6.04,2.126,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,2,0,62.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,65,37.5,0,N,Y,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,17,18,14,19,14,16.4,6.5,4.1,2.8,7.1,3.4,4.78,2.207,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,3,0,37.5,0,0,0,0,37.5,0,0,0,0,18.75,0,0,0,0,0,93.75,18.75,0,N,Y,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,20,15,7,14,31,17.4,5.8,5.1,3,4.6,9.5,5.6,2.389,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,4,0,62.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,63,37.5,0,Y,Y,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,37,32,72,19,31,38.2,6.5,8,6,5.8,5.2,6.3,1.92,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,5,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,62.5,2.5,N,Y,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,31,22,23,23,27,25.2,6.1,5.1,6.6,6.3,9.5,6.72,1.628,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,6,0,37.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,38,8.75,37.5,Y,Y,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,8,26,8,13,7,12.4,4.7,9.1,5,4.5,5.9,5.84,2.881,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,7,0,62.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,63,37.5,0.5,Y,Y,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,41,37,39,31,10,31.6,8.1,7,6,2.5,5.5,5.82,1.842,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,8,0,37.5,0,0,0,0,0.5,0,0,0,0,18.75,0,0,0,0,0,56.75,62.5,8.75,Y,N,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,11,55,49,10,24,29.8,7.5,5.7,5.8,5,5.4,5.88,2.425,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,9,0,62.5,0,0,0,0,0.5,0,0,2.5,0,0,0,0,0,0,0,65.5,37.5,0.5,Y,Y,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,16,20,27,13,7,16.6,4.8,5.9,6,5.9,6.5,5.82,2.629,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,10,0,37.5,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,56.25,37.5,0,Y,Y,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,43,59,17,24,11,30.8,7.5,6.7,5.1,5.5,4.5,5.86,2.483,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,11,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,37.5,0.5,Y,Y,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,106,55,46,58,107,74.4,6.7,4.8,6.5,7,6.5,6.3,1.842,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,12,0,37.5,8.75,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,83.75,8.75,0,N,Y,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,11,7,13,35,22,17.6,5.2,5.2,6.5,6,4.8,5.54,2.772,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,13,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,62.5,2.5,Y,Y,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,15,20,57,10,22.2,6,11.3,11,10.4,3.5,8.44,2.137,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,14,0,18.75,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,56.25,37.5,0,Y,Y,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,22,38,25,13,6,20.8,6,6.2,7.8,6.8,3.4,6.04,2.711,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,15,0,18.75,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,56.25,18.75,0,Y,Y,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,91,10,10,27,5,28.6,8.4,5.8,5.5,6.5,4.5,6.14,2.61,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceHM,HM,1,18.75,0,18.75,62.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,100.5,2.5,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.992,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceHM,HM,2,0,8.75,37.5,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,108.75,2.5,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.045,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceHM,HM,3,0.5,8.75,37.5,37.5,0,0,0,0,0.5,0,0,0,0,0,0,2.5,0,87.25,0.5,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.054,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceHM,HM,4,0,18.75,37.5,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,118.75,2.5,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.217,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceHM,HM,5,0,8.75,37.5,62.5,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,109.75,0,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.026,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceHM,HM,6,0,2.5,8.75,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,98.75,2.5,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.229,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceHM,HM,7,8.75,0,8.75,87.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,105.5,0.5,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.112,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceHM,HM,8,0.5,0,37.5,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,2.5,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceHM,HM,9,0.5,0,37.5,37.5,0,0,0,0,0.5,0,0,0,0,0,0,2.5,0,78.5,0,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.052,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceHM,HM,10,0,0,37.5,37.5,0,0,0,0,0.5,2.5,0,0,0,0,0,0,0,78,0,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.112,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceHM,HM,11,0,0,37.5,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.939,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceHM,HM,12,0,0,62.5,37.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,102.5,0,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.238,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceHM,HM,13,0,0,37.5,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.149,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceHM,HM,14,0,0,37.5,37.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,77.5,0.5,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.067,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceHM,HM,15,0,0,37.5,62.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,100.5,0,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceLM,LM,1,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,62.5,0,Y,N,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,17,9,19,7,11,12.6,2.6,2.1,3.2,2.2,4,2.82,2.16,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceLM,LM,2,0,37.5,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,56.25,62.5,0,Y,N,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,11,10,12,32,4,13.8,4.7,2.3,1.8,3.8,1.2,2.76,1.973,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceLM,LM,3,0,18.75,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,21.25,87.5,0,Y,N,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,21,7,17,3,0,9.6,2.7,3.7,3.8,2.2,0,2.48,2.427,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceLM,LM,4,0,18.75,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,37.5,62.5,0,N,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.4,5.5,0,0,0,0,1.1,2.213,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceLM,LM,5,0,62.5,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,81.25,18.75,8.75,Y,N,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,113,20,14,17,9,34.6,8.1,8.2,6.6,6.7,2.3,6.38,2.224,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceLM,LM,6,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,62.5,0,N,Y,0,1,1,35,0,0,0,0,0,0,0,0,0,0,0,41,38,36,6,37,31.6,5,4.5,3.4,5.7,3.9,4.5,0.425,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceLM,LM,7,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,18.75,0,Y,Y,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,37,18,31,39,6,26.2,8.1,8.6,10.4,8.3,5.2,8.12,2.069,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceLM,LM,8,8.75,37.5,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,18.75,0,Y,Y,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,26,26,30,17,20,23.8,5.6,3.8,4.6,3.7,3.4,4.22,2.232,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceLM,LM,9,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,18.75,0,N,Y,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,28,17,22,33,34,26.8,5.4,2.4,3.4,3.8,6.1,4.22,1.39,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceLM,LM,10,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,18.75,0,N,Y,1,1,1,34,0,0,0,0,0,0,0,0,0,0,0,36,45,33,26,25,33,7.2,5.5,5.9,5.8,5.4,5.96,1.532,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceLM,LM,11,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,18.75,0,N,Y,1,1,0,47,0,0,0,0,0,0,0,0,0,0,0,16,22,29,17,25,21.8,2,2.3,4.6,3.4,7.2,3.9,1.899,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceLM,LM,12,0,37.5,0,2.5,0,0,37.5,0,0,0,0,0,0,0,0,0,0,77.5,37.5,0,N,N,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,10,11,21,5,12.6,6.2,6.8,5.5,5.8,5,5.86,2.561,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceLM,LM,13,0,87.5,0,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,92.5,18.75,0,N,Y,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,26,15,13,15,39,21.6,7.2,5.9,4.4,3.2,7.3,5.6,2.386,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceLM,LM,14,0,62.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,65,18.75,0,N,Y,0,1,1,53,0,0,0,0,0,0,0,0,0,0,0,14,19,19,8,12,14.4,5,5.4,4.6,7.3,2.7,5,2.394,
Reference,Post(3),8/21/2025,Idlewild,Post(3)ReferenceLM,LM,15,0,18.75,18.75,18.75,0,0,0,0,0,2.5,0,0,0,0,0,0,0,58.75,18.75,0,N,Y,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,12,15,18,17,5,13.4,3.4,6.4,7,9,4.2,6,2.679,
