Rest/Ref,Age (yr),Date,Site Name,AreaName,Area,Plot,PHAU,SPAL,SPPA,DISP,SOSE,IVFR,SADE,JUGE,ATPA,LICA,BAHA,SUMA,SPMA,SYSU,SYTE,ALGAE,CEOR,Total Cover,Unveg,WRK,GRB,Lit,Mussel_Count,CrabBur,Snail_COUNT ,SPAL Stem Count,Flower Cover,SPPA Stem Count,Flower Cover,DISP Stem Count,Flower Cover,JUGE Stem Count,Flower Cover,PHAU Stem Count,Flower Cover,LICA Stem Count,Flower Cover,SPAL_H1 (cm),SPAL_H2 (cm),SPAL_H3 (cm),SPAL_H4 (cm),SPAL_H5 (cm),SPAL_H_Avg,SPAL_D1(cm),SPAL_D2(cm),SPAL_D3(cm),SPAL_D4(cm),SPAL_D5 (cm),SPAL_D_Avg,Elevation ft,GIS Plot ID,check
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,8,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,37.5,37.5,Y,Y,N,Y,N,6,0,0,0,0,0,0,0,0,0,0,0,2,8,45,8,8,14.2,3.5,5.6,6.1,8,7.2,6.08,2.836,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,9,0,18.75,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,81.25,18.75,0,N,Y,N,N,N,10,0,0,0,0,0,0,0,0,0,0,0,37,55,57,22,8,35.8,4.3,5.7,6.3,5.7,3,5,2.787,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,10,0,62.5,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,100,8.75,0,N,Y,N,N,N,47,0,0,0,0,0,0,0,0,0,0,0,8,88,34,26,9,33,5,5.5,6,4,5.6,5.22,2.673,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,11,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,62.5,0,Y,Y,N,N,N,48,0,0,0,0,0,0,0,0,0,0,0,67,102,41,45,65,64,5,5.2,4.5,4.4,5,4.82,2.303,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,12,0,37.5,0,18.75,0,0,2.5,0,0,0,0,2.5,0,0,0,0,0,61.25,18.75,2.5,Y,Y,N,N,N,14,0,0,0,0,0,0,0,0,0,0,0,79,75,22,90,27,58.6,7,6.9,4.5,5,5.5,5.78,2.975,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,13,0,18.75,0,0,0,0.5,0,0,2.5,0,0,0,0,0,0,0,0,21.75,37.5,37.5,Y,Y,N,N,N,7,0,0,0,0,0,0,0,0,0,0,0,35,25,14,12,34,24,9.3,7.5,6.9,3.9,7.9,7.1,2.68,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,14,0,18.75,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,27.5,62.5,0,N,Y,N,N,N,79,0,0,0,0,0,0,0,0,0,0,0,14,39,9,9,11,16.4,3.2,3.2,3.5,3,2.5,3.08,2.791,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,15,0,37.5,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,75,18.75,0,N,Y,N,N,N,55,0,0,0,0,0,0,0,0,0,0,0,40,37,6,9,27,23.8,4.3,4.8,4,2.7,5.4,4.24,2.76,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,1,18.75,0.5,37.5,37.5,0,0,0.5,0,0,0,0,0,0,2.5,0,0,0,97.25,0,0,Y,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.966,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,2,0.5,2.5,62.5,18.75,0,0,0.5,0,0,0,0,0,0,8.75,0,0,0,93.5,0,0,Y,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.942,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,3,0,8.75,37.5,37.5,0,0,0.5,0,0,0,0,0,0,18.75,0,0,0,103,2.5,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,4,0,18.75,62.5,18.75,0,0,0.5,0,0,0,0,0,0,0,0,0,0,100.5,0,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.138,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,5,0,8.75,37.5,37.5,0,0,2.5,0,0,0,0,0,0,2.5,0,0,0,88.75,0,0,Y,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.034,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,6,0.5,0.5,37.5,37.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,76.5,0,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.116,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,7,0.5,0,37.5,62.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,101,0,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.068,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,8,0.5,0,37.5,62.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,101,0,0,Y,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.091,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,9,0,0,37.5,37.5,0,0,0.5,0,0,0,0,0,0,18.75,0,0,0,94.25,0,0,Y,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.166,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,10,0,0,37.5,62.5,0,0,0.5,0,2.5,0,0,0,0,2.5,0,0,0,105.5,0,0,Y,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.133,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,11,0,2.5,37.5,37.5,0,0,8.75,0,0,0,0,0,0,0,0,0,0,86.25,0,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.159,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,12,0,0,62.5,37.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,102.5,0,0,Y,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.197,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,13,0,0,37.5,37.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,77.5,0,0,Y,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.147,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,14,0,0,62.5,37.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,102.5,0,0,Y,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,15,0,0,62.5,37.5,0,0,0.5,0,2.5,0,0,0,0,0,0,0,0,103,0,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,87.5,Y,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.374,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,2,0,0.5,0.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,87.5,Y,N,N,N,N,2,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1.4,2.8,2,0,0,0,0.96,2.329,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,3,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,0,87.5,Y,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.396,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,4,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87.5,Y,N,Y,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.261,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,5,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,18.75,62.5,Y,Y,Y,N,N,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2.2,4.5,0,0,0,0,0.9,2.279,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,6,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,37.5,0.5,N,Y,Y,N,Y,41,0,0,0,0,0,0,0,0,0,0,0,54,80,21,72,56,56.6,4.6,7.6,5.8,7.3,4.8,6.02,0.734,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,7,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,18.75,0,Y,Y,Y,N,N,38,0,0,0,0,0,0,0,0,0,0,0,49,43,32,31,32,37.4,3.9,5.9,5.1,6.2,4.1,5.04,2.139,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,8,8.75,37.5,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,55,18.75,0,Y,Y,Y,N,N,20,0,0,0,0,0,0,0,0,0,0,0,33,5,22,8,8,15.2,3.8,4.5,10.2,4.6,6.8,5.98,2.337,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,9,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,18.75,0,N,Y,Y,N,N,54,0,0,0,0,0,0,0,0,0,0,0,56,96,66,39,68,65,7.8,3.6,8.9,3.9,5,5.84,1.489,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,10,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,37.5,0,N,Y,Y,N,Y,29,0,0,0,0,0,0,0,0,0,0,0,70,52,73,54,31,56,4.5,3.3,5.1,4.6,3,4.1,1.64,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,11,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,18.75,0,Y,Y,Y,N,Y,60,0,0,0,0,0,0,0,0,0,0,0,29,34,31,29,61,36.8,5.1,5.6,2.9,4.6,6,4.84,2.351,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,12,0,18.75,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25,0,87.5,Y,N,N,N,N,12,0,0,0,0,0,0,0,0,0,0,0,1,2,3,13,5,4.8,1.6,3.1,0.7,3.9,2.3,2.32,2.719,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,13,0,62.5,0.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,65.5,18.75,0.5,N,Y,Y,N,N,28,0,0,0,0,0,0,0,0,0,0,0,86,69,26,42,21,48.8,5.8,5.1,4.2,3.9,3.4,4.48,2.534,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,14,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,18.75,0,N,Y,Y,N,N,64,0,0,0,0,0,0,0,0,0,0,0,28,9,19,22,24,20.4,5.1,1.9,3.6,4,3.9,3.7,2.499,,
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,15,0,37.5,37.5,2.5,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,78.5,18.75,0,N,Y,N,N,N,18,0,0,0,0,0,0,0,0,0,0,0,25,32,23,26,29,27,8.1,9.4,3.9,8.2,6.4,7.2,2.725,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,1,0,0,0,87.5,0,0.5,0,0,0,8.75,0,0,0,0,0,0,0,96.75,2.5,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.746,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,2,0,18.75,37.5,18.75,0,,0,0,0,0,0,0.5,0,0,0,0,0,75.5,8.75,0.5,Y,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.175,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,3,0,0,8.75,62.5,0,0.5,0,0,0,0,0,8.75,0,0,0,0,0,80.5,18.75,0.5,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.811,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,4,0.5,2.5,0,87.5,0,2.5,0,0,0,2.5,0,0,0,0,0,0,0,95.5,2.5,0.5,Y,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.014,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,5,0,0,18.75,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,81.25,8.75,0.5,Y,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.455,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,6,0,0,18.75,2.5,0,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0,22.75,62.5,0.5,Y,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.612,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,7,0,0,18.75,2.5,0,0,0.5,0,0,0,0,2.5,0,0,0,0,0,24.25,62.5,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.626,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,8,0,0,37.5,18.75,0,0.5,0,0,0,0.5,0,0.5,0,0,0,0,0,57.75,37.5,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.467,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,9,0,37.5,0,18.75,0,0,0,0,0,2.5,0,0,0,0,0,0,0,58.75,18.75,2.5,Y,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.962,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,10,0,18.75,0,37.5,0,0,8.75,0,0,0,0,0,0,0,0,0,0,65,37.5,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.828,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,11,0,0.5,0,62.5,0,0,0.5,0,0,8.75,0,0,0,0,0,0,0,72.25,18.75,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.024,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,12,0,8.75,18.75,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2.5,0,Y,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.079,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,13,0,0,37.5,18.75,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,57.25,37.5,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.281,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,14,0,2.5,37.5,2.5,0,0,0,0,0,2.5,0,0.5,8.75,0,0,0,0,54.25,37.5,0.5,Y,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.224,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,15,0,0,37.5,18.75,0,0,0.5,0,0,0,0,8.75,8.75,0,0,0,0,74.25,18.75,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.433,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,1,0,37.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,38,18.75,37.5,Y,Y,N,Y,N,31,0,0,0,0,0,0,0,0,0,0,0,12,16,22,15,11,15.2,7,6.8,7.5,6.7,2.2,6.04,2.126,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,2,0,62.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,65,37.5,0,N,Y,N,N,N,76,0,0,0,0,0,0,0,0,0,0,0,17,18,14,19,14,16.4,6.5,4.1,2.8,7.1,3.4,4.78,2.207,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,3,0,37.5,0,0,0,0,37.5,0,0,0,0,18.75,0,0,0,0,0,93.75,18.75,0,N,Y,N,N,N,28,0,0,0,0,0,0,0,0,0,0,0,20,15,7,14,31,17.4,5.8,5.1,3,4.6,9.5,5.6,2.389,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,4,0,62.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,63,37.5,0,Y,Y,N,N,N,37,0,0,0,0,0,0,0,0,0,0,0,37,32,72,19,31,38.2,6.5,8,6,5.8,5.2,6.3,1.92,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,5,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,62.5,2.5,N,Y,N,N,Y,25,0,0,0,0,0,0,0,0,0,0,0,31,22,23,23,27,25.2,6.1,5.1,6.6,6.3,9.5,6.72,1.628,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,6,0,37.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,38,8.75,37.5,Y,Y,N,N,N,18,0,0,0,0,0,0,0,0,0,0,0,8,26,8,13,7,12.4,4.7,9.1,5,4.5,5.9,5.84,2.881,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,7,0,62.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,63,37.5,0.5,Y,Y,N,N,N,52,0,0,0,0,0,0,0,0,0,0,0,41,37,39,31,10,31.6,8.1,7,6,2.5,5.5,5.82,1.842,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,8,0,37.5,0,0,0,0,0.5,0,0,0,0,18.75,0,0,0,0,0,56.75,62.5,8.75,Y,N,N,N,N,36,0,0,0,0,0,0,0,0,0,0,0,11,55,49,10,24,29.8,7.5,5.7,5.8,5,5.4,5.88,2.425,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,9,0,62.5,0,0,0,0,0.5,0,0,2.5,0,0,0,0,0,0,0,65.5,37.5,0.5,Y,Y,N,N,N,40,0,0,0,0,0,0,0,0,0,0,0,16,20,27,13,7,16.6,4.8,5.9,6,5.9,6.5,5.82,2.629,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,10,0,37.5,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,56.25,37.5,0,Y,Y,N,N,N,67,0,0,0,0,0,0,0,0,0,0,0,43,59,17,24,11,30.8,7.5,6.7,5.1,5.5,4.5,5.86,2.483,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,11,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,37.5,0.5,Y,Y,N,N,N,68,0,0,0,0,0,0,0,0,0,0,0,106,55,46,58,107,74.4,6.7,4.8,6.5,7,6.5,6.3,1.842,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,12,0,37.5,8.75,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,83.75,8.75,0,N,Y,N,N,Y,26,0,0,0,0,0,0,0,0,0,0,0,11,7,13,35,22,17.6,5.2,5.2,6.5,6,4.8,5.54,2.772,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,13,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,62.5,2.5,Y,Y,N,N,N,10,0,0,0,0,0,0,0,0,0,0,0,9,15,20,57,10,22.2,6,11.3,11,10.4,3.5,8.44,2.137,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,14,0,18.75,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,56.25,37.5,0,Y,Y,N,N,N,47,0,0,0,0,0,0,0,0,0,0,0,22,38,25,13,6,20.8,6,6.2,7.8,6.8,3.4,6.04,2.711,,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredLM,LM,15,0,18.75,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,56.25,18.75,0,Y,Y,N,N,N,26,0,0,0,0,0,0,0,0,0,0,0,91,10,10,27,5,28.6,8.4,5.8,5.5,6.5,4.5,6.14,2.61,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceHM,HM,1,18.75,0,18.75,62.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,100.5,2.5,0,Y,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.992,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceHM,HM,2,0,8.75,37.5,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,108.75,2.5,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.045,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceHM,HM,3,0.5,8.75,37.5,37.5,0,0,0,0,0.5,0,0,0,0,0,2.5,0,0,87.25,0.5,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.054,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceHM,HM,4,0,18.75,37.5,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,118.75,2.5,0,Y,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.217,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceHM,HM,5,0,8.75,37.5,62.5,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,109.75,0,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.026,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceHM,HM,6,0,2.5,8.75,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,98.75,2.5,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.229,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceHM,HM,7,8.75,0,8.75,87.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,105.5,0.5,0,Y,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.112,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceHM,HM,8,0.5,0,37.5,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,2.5,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceHM,HM,9,0.5,0,37.5,37.5,0,0,0,0,0.5,0,0,0,0,0,2.5,0,0,78.5,0,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.052,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceHM,HM,10,0,0,37.5,37.5,0,0,0,0,0.5,2.5,0,0,0,0,0,0,0,78,0,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.112,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceHM,HM,11,0,0,37.5,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.939,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceHM,HM,12,0,0,62.5,37.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,102.5,0,0,Y,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.238,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceHM,HM,13,0,0,37.5,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.149,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceHM,HM,14,0,0,37.5,37.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,77.5,0.5,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.067,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceHM,HM,15,0,0,37.5,62.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,100.5,0,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceLM,LM,1,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,62.5,0,Y,N,N,N,N,21,0,0,0,0,0,0,0,0,0,0,0,17,9,19,7,11,12.6,2.6,2.1,3.2,2.2,4,2.82,2.16,,
